text,clean_text,sentiment
Most best and beautiful hatchback better than swift,most best and beautiful hatchback better than swift,positive
Excellent job good service sunrise Hyundai I.p extn,excellent job good service sunrise hyundai i.p extn,positive
#BandhanBank 360+++ #Investment #GrowwMore #Nifty #Sensex,bandhan bank 10 investment groww more nifty sense x,neutral
"I need Answer 
who won prize worth 50 money
#Dream11 @Dream11 https://t.co/1XarxaclDd",i need answer who won prize worth 10 money dream 10,neutral
"@Dream11 
Please add this type of mini GL in fantasy football https://t.co/6k3aEpHNRW",please add this type of mini gl in fantasy football,neutral
You haven't responded after receiving the complaint,you have not responded after receiving the complaint,negative
If anybody interested for interior please contact me,if anybody interested for interior please contact me,neutral
"My barth place Dariha
Near Manatri
Mayurbhanj
Odisha",my barth place dariha near manatri mayurbhanj odisha,neutral
I visited mai Hyundai ichalkaranji Excellent service,i visited mai hyundai ichalkaranji excellent service,positive
Great 👍 experience service sunrise Hyundai i.p extn,great 👍 experience service sunrise hyundai i.p extn,positive
"Bandhan Bank, any back office job vacancy in kolkata","bandhan bank, any back office job vacancy in kolkata",neutral
BANDHAN BANK Q4 : Net Profit down 80 % to Rs 103 cr (YOY),bandhan bank q 10 net profit down 10 to rs 10 cr yoy,neutral
@Dream11 I lost 5 laks in dream 11..Only winner is Dream 11,i lost 10 laks in dream 10 ..only winner is dream 10,negative
"#Dream11 #NBA #GSW 
Wait for the line up & change accordingly https://t.co/9HxND8no6J",dream 10 nba wait for the line up change accordingly,neutral
@MJitendrachary @Dream11 @nothingeveryt Man you can remove your account don't disturb them.,man you can remove your account do not disturb them.,neutral
"🏀 NBA @Dream11 Picks Based on Awesemo Grades & Values | 3/2/21 ~ @14AdotWalsh 
https://t.co/0bq0mkwNEA",🏀 nba picks based on awesemo grades values 10 10 10,neutral
@Sergai1722 @LFCZainM @PasteurFred17 @spectatorindex Olive oil is good for health. It's top of the list.,olive oil is good for health. it is top of the list.,positive
I have initially booked Venue in 1st week on Jan'21,i have initially booked venue in 10 st week on jan 10,neutral
#football #Turkishsuperliga #Dream11 #myriskyteam ..,football turkish super liga dream 10 my risky team ..,neutral
Minimum Withdrawal Amount reduced to 100 in Dream11.,minimum withdrawal amount reduced to 10 in dream 10 .,neutral
Anamika Sarma Contact Your Nearest Branch please . 😊,anamika sarma contact your nearest branch please . 😊,neutral
"Sachin bawa
Yuvraj bawa 
U-tharanga all around 120-140",sachin bawa yuvraj bawa you tharanga all around 10 10,neutral
@At hans hyundai Naraina great experience with Mr Randeep,hans hyundai naraina great experience with mr randeep,positive
#Dream11 Update this... waitingg for updated points🥺 @Dream11,dream 10 update this... waitingg for updated points🥺,negative
got 22% off on rice bran oil such an amzing sale it is @JioMart,got 10 off on rice bran oil such an amzing sale it is,positive
@Dream11 @PMOIndia pls ban dream 11 if u could ban pub g ban this also,pls ban dream 10 if you could ban pub g ban this also,negative
Can personal loan has existing customer take this card,can personal loan has existing customer take this card,neutral
You give only consumer durable only? Not personal loan,you give only consumer durable only? not personal loan,neutral
They will disconnect you when you are in good position,they will disconnect you when you are in good position,neutral
ZGB vs XFT Dream11 Team fantasy Prediction: CBA League https://t.co/lqKK6YuwkN,zgb vs xft dream 10 team fantasy prediction cba league,neutral
@Tori_Philly4 @Kali_dream11 Taking “bow your head in silent prayer” to another level,taking bow your head in silent prayer to another level,positive
@Dream11 What you guy’s doing with Damac FC VS Al Shabab Game!? https://t.co/gOGNzAF2wN,what you guy s doing with damac fc vs al shabab game!?,neutral
@mufaddal_vohra Those who play dream 11 make KL Rahul captain today 😛 https://t.co/WeI8xxzjmn,those who play dream 10 make kl rahul captain today 😛,positive
Divine Hyundai Bodyshop services wash good exilent work,divine hyundai bodyshop services wash good exilent work,positive
Hyundai India good service by triumph hyundai FARIDABAD,hyundai india good service by triumph hyundai faridabad,positive
Where is MD why this type or work wrost working culture,where is md why this type or work wrost working culture,negative
"Good service for Koncept hyundai, gulickly service done","good service for koncept hyundai, gulickly service done",positive
Phanidhar Veeravalli on road price for your variety sir,phanidhar veeravalli on road price for your variety sir,neutral
"Hello Sir/Madam,
 I am to know more about your products.","hello sir madam, i am to know more about your products.",neutral
#riderec #wanderer #kerala #nature #automotive #i20 #friends,ride rec wanderer kerala nature automotive i 10 friends,neutral
"Hundai giving a Excellent and good service @Rahul Hundai,sagar","hundai giving a excellent and good service hundai,sagar",positive
.@Dream11 pls include points for shouting when wicket falls too,. pls include points for shouting when wicket falls too,neutral
@anusha__199 Ok... I'll try... mustard oil chehre par lagta hai...,ok... i will try... mustard oil chehre par lagta hai...,neutral
4 Mustard Oil Options To Add A Rich Aroma To Your Meal https://t.co/i7TcMFgdkk,10 mustard oil options to add a rich aroma to your meal,neutral
RCC vs RBMS Dream11 Team Predictions For ECS T10 – Rome https://t.co/AifICSR53W,rcc vs rbms dream 10 team predictions for ecs t 10 rome,neutral
@Midnight_Blue_2 @BTS_twt THANK GOD THAT OLIVE OIL COULDNT DO PAYOLA IN GERMANY,thank god that olive oil could not do payola in germany,neutral
Branch Banking Assistants || (Bandhan Bank) Fresher’s Notice || 95316 38693 https://t.co/RJ9rLZt7Vp,branch banking assistants bandhan bank fresher s notice,neutral
Ashish Raj Contact Us and get 100 % results in hair fall 9811813038 https://www.facebook.com/theprivatecare/.,ashish raj contact us and get 10 results in hair fall .,neutral
What are the natural treatment for liver ......yoga & diet,what are the natural treatment for liver ......yoga diet,neutral
"Excellent service provide by hemkund Hyundai
@HyundaiIndia
#HyundaiLCM",excellent service provide by hemkund hyundai hyundai lcm,positive
BN-A vs IR-A Dream11 Prediction Match 3 Team 9 Mar 2021 https://t.co/7vsEXKBY0d,bn a vs ir a dream 10 prediction match 10 team 10 mar 10,neutral
GAZ vs GNC Dream11 Team Prediction Turkish League 2020-21 https://t.co/c4dSfPiRh3,gaz vs gnc dream 10 team prediction turkish league 10 10,neutral
Wellington Blaze (WB-W) Vs Otago Sparks (OS-W) On Dream11. https://t.co/V4LVU7B4tb,wellington blaze wb w vs otago sparks os w on dream 10 .,neutral
Good service at cheap rate by @NoidaDream @HyundaiIndia #HyundaiLCM thanks mr Anit,good service at cheap rate by hyundai lcm thanks mr anit,positive
"@CARIndia @TeamBHPforum @TOIAuto @autocarindiamag 
Spot on! 
Amazing apathy #Hyundai #India 
#CustomerService ?",spot on! amazing apathy hyundai india customer service ?,neutral
@rajat_rajwade @Dream11 @JaggiTeams @mayankglt @AvinashKumar180 @Lokendr_123 Ha revert to ho gya but @Dream11 still unable to join any contest,ha revert to ho gya but still unable to join any contest,negative
Don't West ur valuable time plz don't download this app,do not west ur valuable time plz do not download this app,negative
I'm 12 pass and now studying BA Hons so plzz help me out,i am 10 pass and now studying ba hons so plzz help me out,neutral
Hyundai India Bhavan Hyundai us very good service centre.,hyundai india bhavan hyundai us very good service centre.,positive
Is it Available to Purchase with Bajaj Finserve EMI card?,is it available to purchase with bajaj finserve emi card?,neutral
Can chquebook facilities Available to loan account holder,can chquebook facilities available to loan account holder,neutral
I seriously make me hate myself so much for being a girl.,i seriously make me hate myself so much for being a girl.,negative
Ashva Hyundai service Good. Good Luck for the Team.......,ashva hyundai service good. good luck for the team.......,positive
Verification again and again failed...worst application..,verification again and again failed...worst application..,negative
Today i visit mai hyundai kolhapur good service thank you,today i visit mai hyundai kolhapur good service thank you,positive
"Jiva Ayurveda ok... 
I bought it through Nykaa application",jiva ayurveda ok... i bought it through nykaa application,neutral
"Hyundai India
Novelty Hyundai court road 
Very gud service",hyundai india novelty hyundai court road very gud service,positive
Those 600+ slaves had to work real hard to feed Jeff uncle.,those 10 slaves had to work real hard to feed jeff uncle.,negative
@hyundai india @borah hyundai tinsukia new workshop good service provided,india hyundai tinsukia new workshop good service provided,positive
LIO vs PAN Dream11 Prediction 17th Match [Backed by DATA] https://t.co/SPnWEinApJ,lio vs pan dream 10 prediction 10 th match backed by data,neutral
WOL vs LIV Dream11 Fantasy Football Prediction [Free Tips] https://t.co/F3lsQD3snL,wol vs liv dream 10 fantasy football prediction free tips,neutral
ERZ Vs TRB Dream11 Fantasy Football Prediction [Free Tips] https://t.co/N315O4sZKu,erz vs trb dream 10 fantasy football prediction free tips,neutral
BOU vs SOU Dream11 Fantasy Football Prediction [Free Tips] https://t.co/7F9ABFsGfg,bou vs sou dream 10 fantasy football prediction free tips,neutral
SYW vs WEL Dream11 Fantasy Football Prediction [Free Tips] https://t.co/KffCu7N0FZ,syw vs wel dream 10 fantasy football prediction free tips,neutral
That means coronavirus crisis doesn't matter to you right,that means coronavirus crisis does not matter to you right,neutral
very good service at sant hyundai palampur .thanku hyundai,very good service at sant hyundai palampur .thanku hyundai,positive
Good solution but working slow any apply my loan not found,good solution but working slow any apply my loan not found,negative
Hi I veseted sai swarna hyundai vijayawada service is good,hi i veseted sai swarna hyundai vijayawada service is good,positive
Hyundai Italia very good service Equity Hyundai Morbi team,hyundai italia very good service equity hyundai morbi team,positive
Excellent Service At NARAYAN HYUNDAI BIJAPUR Hyundai India,excellent service at narayan hyundai bijapur hyundai india,positive
Sleepyhead i have texted you in Dm with invoice and number,sleepyhead i have texted you in dm with invoice and number,negative
Good service from lamba hyundai okhla I am fully setisfide,good service from lamba hyundai okhla i am fully setisfide,positive
Excellent service at NARAYAN HYUNDAI BIJAPUR Hyundai India,excellent service at narayan hyundai bijapur hyundai india,positive
Excellent service at popular Hyundai punalur Hyundai India,excellent service at popular hyundai punalur hyundai india,positive
Everything is okay good all service staff - Majestic Hyundai,everything is okay good all service staff majestic hyundai,positive
@Dream11 I contacted dream11 I did not get good response on trust.,i contacted dream 10 i did not get good response on trust.,negative
@Hyundai India I m satisfied with service of modren Hyundai diwakri,india i m satisfied with service of modren hyundai diwakri,positive
@hyundai India I visit park Hyundai sangrur. Gud work . Keep it up.,india i visit park hyundai sangrur. gud work . keep it up.,positive
@Hyundai India I m satisfied with service of modern Hyundai diwakri,india i m satisfied with service of modern hyundai diwakri,positive
@hyundaiindia#today I visit borah Hyundai tinsukia new workshop good job,today i visit borah hyundai tinsukia new workshop good job,positive
@AutusInvestment Bandhan Bank Aporox Level Soir? Shall we Except 330 Levels?,bandhan bank aporox level soir? shall we except 10 levels?,neutral
"@him22jan @alashshukla @shriadhar_ada @iPiyushPrakash @f4_f10_ @tiwariaditi0909 @ivijayasharma @iSourabhMishra @bandhanbank_in @bandhanbank_in you are the real hero, you came forward for your employee.","you are the real hero, you came forward for your employee.",positive
Hyundai India i am satisfied with service of Balaji Hyundai,hyundai india i am satisfied with service of balaji hyundai,positive
I am fully satisfied good service center from lamba hyundai,i am fully satisfied good service center from lamba hyundai,positive
Good performance..and good informertion gt hyundai dindigul,good performance..and good informertion gt hyundai dindigul,positive
@Good service with supportive staff of Royal Hyundai Gwalior W5204,service with supportive staff of royal hyundai gwalior w 10,positive
@Dream11 @T171Suji We r gonna boycott @Dream11 if u don't abandoned the match now,we r going to boycott if you do not abandoned the match now,negative
#CNBCTV18Market | Bandhan Bank trades more than 2% off lows https://t.co/Avu7HXr4FF,cnbc tv 10 market bandhan bank trades more than 10 off lows,neutral
"Everton vs Burnley prediction, EVE vs BUR Dream11 -03 13 2021 https://t.co/8gzYjl9Ewb","everton vs burnley prediction, eve vs bur dream 10 10 10 10",neutral
@Dream11 please update correct point of MB vs LLA B turanga home run https://t.co/5cFZcjIkTU,please update correct point of mb vs lla b turanga home run,neutral
RT @djaywalebabu: Anushka and Virat with Hyundai I20 Turbo car #INDvsENG https://t.co/2n5Z2jsZbT,rt anushka and virat with hyundai i 10 turbo car in dvs eng,neutral
